split,instance_id,caption,image_path,mapped_class,class_label,attributes,color,material,condition,size
train,TEAM5_EAR_11_2,a white wireless earphones,pooled_images/team5_earphones_41.jpg,earphones,earphones,color:white;material:plastic;condition:used;size:unknown,white,plastic,used,unknown
train,TEAM5_EAR_11_3,a white wireless earphones,pooled_images/team5_earphones_42.jpg,earphones,earphones,color:white;material:plastic;condition:used;size:unknown,white,plastic,used,unknown
train,TEAM5_EAR_11_4,a white wireless earphones,pooled_images/team5_earphones_43.jpg,earphones,earphones,color:white;material:plastic;condition:used;size:unknown,white,plastic,used,unknown
train,TEAM5_EAR_11_5,a white wireless earphones,pooled_images/team5_earphones_44.jpg,earphones,earphones,color:white;material:plastic;condition:used;size:unknown,white,plastic,used,unknown
train,TEAM5_EAR_12_1,a black wireless earphones,pooled_images/team5_earphones_45.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:unknown,black,plastic,used,unknown
train,TEAM5_EAR_12_2,a black wireless earphones,pooled_images/team5_earphones_46.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:unknown,black,plastic,used,unknown
train,TEAM5_EAR_12_3,a black wireless earphones,pooled_images/team5_earphones_47.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:unknown,black,plastic,used,unknown
train,TEAM5_EAR_12_4,a black wireless earphones,pooled_images/team5_earphones_48.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:unknown,black,plastic,used,unknown
val,TEAM5_EAR_12_5,a black wireless earphones,pooled_images/team5_earphones_49.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:unknown,black,plastic,used,unknown
train,TEAM5_EAR_13_1,a wireless earphones,pooled_images/team5_earphones_50.jpg,earphones,earphones,color:unknown;material:plastic;condition:used;size:unknown,unknown,plastic,used,unknown
train,TEAM5_EAR_13_2,a wireless earphones,pooled_images/team5_earphones_51.jpg,earphones,earphones,color:unknown;material:plastic;condition:used;size:unknown,unknown,plastic,used,unknown
train,TEAM5_EAR_13_3,a wireless earphones,pooled_images/team5_earphones_52.jpg,earphones,earphones,color:unknown;material:plastic;condition:used;size:unknown,unknown,plastic,used,unknown
train,TEAM5_EAR_13_4,a wireless earphones,pooled_images/team5_earphones_53.jpg,earphones,earphones,color:unknown;material:plastic;condition:used;size:unknown,unknown,plastic,used,unknown
train,TEAM5_EAR_13_5,a wireless earphones,pooled_images/team5_earphones_54.jpg,earphones,earphones,color:unknown;material:plastic;condition:used;size:unknown,unknown,plastic,used,unknown
train,TEAM5_EAR_14_1,a black wireless earphones,pooled_images/team5_earphones_55.jpg,earphones,earphones,color:black;material:plastic;condition:new;size:unknown,black,plastic,new,unknown
train,TEAM5_EAR_14_2,a black wireless earphones,pooled_images/team5_earphones_56.jpg,earphones,earphones,color:black;material:plastic;condition:new;size:unknown,black,plastic,new,unknown
train,TEAM5_EAR_14_3,a black wireless earphones,pooled_images/team5_earphones_57.jpg,earphones,earphones,color:black;material:plastic;condition:new;size:unknown,black,plastic,new,unknown
train,TEAM5_EAR_14_4,a black wireless earphones,pooled_images/team5_earphones_58.jpg,earphones,earphones,color:black;material:plastic;condition:new;size:unknown,black,plastic,new,unknown
train,TEAM5_EAR_14_5,a black wireless earphones,pooled_images/team5_earphones_59.jpg,earphones,earphones,color:black;material:plastic;condition:new;size:unknown,black,plastic,new,unknown
train,TEAM5_SNEAKERS_A_1,black shoes with green stripes,pooled_images/team5_sneakers_A1.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_A_2,black shoes with green stripes,pooled_images/team5_sneakers_A2.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_A_3,black shoes with green stripes,pooled_images/team5_sneakers_A3.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_A_4,black shoes with green stripes,pooled_images/team5_sneakers_A4.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_A_5,black shoes with green stripes,pooled_images/team5_sneakers_A5.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
val,TEAM5_SNEAKERS_B_1,blue shoes with white stripes,pooled_images/team5_sneakers_B1.jpg,sneakers,sneakers,color:blue;material:fabric;condition:new;size:unknown,blue,fabric,new,unknown
train,TEAM5_SNEAKERS_B_2,blue shoes with white stripes,pooled_images/team5_sneakers_B2.jpg,sneakers,sneakers,color:blue;material:fabric;condition:new;size:unknown,blue,fabric,new,unknown
train,TEAM5_SNEAKERS_B_3,blue shoes with white stripes,pooled_images/team5_sneakers_B3.jpg,sneakers,sneakers,color:blue;material:fabric;condition:new;size:unknown,blue,fabric,new,unknown
val,TEAM5_SNEAKERS_B_4,blue shoes with white stripes,pooled_images/team5_sneakers_B4.jpg,sneakers,sneakers,color:blue;material:fabric;condition:new;size:unknown,blue,fabric,new,unknown
train,TEAM5_SNEAKERS_B_5,blue shoes with white stripes,pooled_images/team5_sneakers_B5.jpg,sneakers,sneakers,color:blue;material:fabric;condition:new;size:unknown,blue,fabric,new,unknown
train,TEAM5_SNEAKERS_C_1,black shoes with red stripes,pooled_images/team5_sneakers_C1.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_C_2,black shoes with red stripes,pooled_images/team5_sneakers_C2.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_C_3,black shoes with red stripes,pooled_images/team5_sneakers_C3.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_C_4,black shoes with red stripes,pooled_images/team5_sneakers_C4.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_C_5,black shoes with red stripes,pooled_images/team5_sneakers_C5.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_D_1,white shoes,pooled_images/team5_sneakers_D1.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:unknown,white,fabric,used,unknown
train,TEAM5_SNEAKERS_D_2,white shoes,pooled_images/team5_sneakers_D2.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:unknown,white,fabric,used,unknown
val,TEAM5_SNEAKERS_D_3,white shoes,pooled_images/team5_sneakers_D3.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:unknown,white,fabric,used,unknown
train,TEAM5_SNEAKERS_D_4,white shoes,pooled_images/team5_sneakers_D4.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:unknown,white,fabric,used,unknown
val,TEAM5_SNEAKERS_D_5,white shoes,pooled_images/team5_sneakers_D5.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:unknown,white,fabric,used,unknown
train,TEAM5_SNEAKERS_E_1,lime green colored shoes,pooled_images/team5_sneakers_E1.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_E_2,lime green colored shoes,pooled_images/team5_sneakers_E2.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_E_3,lime green colored shoes,pooled_images/team5_sneakers_E3.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_E_4,lime green colored shoes,pooled_images/team5_sneakers_E4.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_E_5,lime green colored shoes,pooled_images/team5_sneakers_E5.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_F_1,black shoes with orange highlights,pooled_images/team5_sneakers_F1.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_F_2,black shoes with orange highlights,pooled_images/team5_sneakers_F2.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_F_3,black shoes with orange highlights,pooled_images/team5_sneakers_F3.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
val,TEAM5_SNEAKERS_F_4,black shoes with orange highlights,pooled_images/team5_sneakers_F4.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_F_5,black shoes with orange highlights,pooled_images/team5_sneakers_F5.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_G_1,green shoes,pooled_images/team5_sneakers_G1.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_G_2,green shoes,pooled_images/team5_sneakers_G2.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_G_3,green shoes,pooled_images/team5_sneakers_G3.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_G_4,green shoes,pooled_images/team5_sneakers_G4.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
train,TEAM5_SNEAKERS_G_5,green shoes,pooled_images/team5_sneakers_G5.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:unknown,green,fabric,used,unknown
val,TEAM5_SNEAKERS_H_1,black formal shoes,pooled_images/team5_sneakers_H1.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:unknown,black,fabric,new,unknown
train,TEAM5_SNEAKERS_H_2,black formal shoes,pooled_images/team5_sneakers_H2.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:unknown,black,fabric,new,unknown
train,TEAM5_SNEAKERS_H_3,black formal shoes,pooled_images/team5_sneakers_H3.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:unknown,black,fabric,new,unknown
train,TEAM5_SNEAKERS_H_4,black formal shoes,pooled_images/team5_sneakers_H4.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:unknown,black,fabric,new,unknown
train,TEAM5_SNEAKERS_H_5,black formal shoes,pooled_images/team5_sneakers_H5.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:unknown,black,fabric,new,unknown
val,TEAM5_SNEAKERS_I_1,blue shoes,pooled_images/team5_sneakers_I1.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:unknown,blue,fabric,used,unknown
val,TEAM5_SNEAKERS_I_2,blue shoes,pooled_images/team5_sneakers_I2.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:unknown,blue,fabric,used,unknown
train,TEAM5_SNEAKERS_I_3,blue shoes,pooled_images/team5_sneakers_I3.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:unknown,blue,fabric,used,unknown
train,TEAM5_SNEAKERS_I_4,blue shoes,pooled_images/team5_sneakers_I4.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:unknown,blue,fabric,used,unknown
val,TEAM5_SNEAKERS_I_5,blue shoes,pooled_images/team5_sneakers_I5.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:unknown,blue,fabric,used,unknown
train,TEAM5_SNEAKERS_J_1,black shoes with red sole,pooled_images/team5_sneakers_J1.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
val,TEAM5_SNEAKERS_J_2,black shoes with red sole,pooled_images/team5_sneakers_J2.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_J_3,black shoes with red sole,pooled_images/team5_sneakers_J3.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_J_4,black shoes with red sole,pooled_images/team5_sneakers_J4.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_J_5,black shoes with red sole,pooled_images/team5_sneakers_J5.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_K_1,brown formal shoes,pooled_images/team5_sneakers_K1.jpg,sneakers,sneakers,color:unknown;material:fabric;condition:new;size:unknown,unknown,fabric,new,unknown
train,TEAM5_SNEAKERS_K_2,brown formal shoes,pooled_images/team5_sneakers_K2.jpg,sneakers,sneakers,color:unknown;material:fabric;condition:new;size:unknown,unknown,fabric,new,unknown
train,TEAM5_SNEAKERS_K_3,brown formal shoes,pooled_images/team5_sneakers_K3.jpg,sneakers,sneakers,color:unknown;material:fabric;condition:new;size:unknown,unknown,fabric,new,unknown
train,TEAM5_SNEAKERS_K_4,brown formal shoes,pooled_images/team5_sneakers_K4.jpg,sneakers,sneakers,color:unknown;material:fabric;condition:new;size:unknown,unknown,fabric,new,unknown
train,TEAM5_SNEAKERS_K_5,brown formal shoes,pooled_images/team5_sneakers_K5.jpg,sneakers,sneakers,color:unknown;material:fabric;condition:new;size:unknown,unknown,fabric,new,unknown
train,TEAM5_SNEAKERS_L_1,black shoes,pooled_images/team5_sneakers_L1.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_L_2,black shoes,pooled_images/team5_sneakers_L2.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_L_3,black shoes,pooled_images/team5_sneakers_L3.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_L_4,black shoes,pooled_images/team5_sneakers_L4.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
train,TEAM5_SNEAKERS_L_5,black shoes,pooled_images/team5_sneakers_L5.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:unknown,black,fabric,used,unknown
val,TEAM10_SNE_A_1,new sneakers with gray fabric body,pooled_images/team10_Footwear_sneakers_328.jpg,sneakers,sneakers,color:gray;material:fabric;condition:new;size:medium,gray,fabric,new,medium
train,TEAM10_SNE_A_2,new medium sneakers with gray body,pooled_images/team10_Footwear_sneakers_330.jpg,sneakers,sneakers,color:gray;material:fabric;condition:new;size:medium,gray,fabric,new,medium
train,TEAM10_SNE_A_3,medium sneakers with gray fabric body,pooled_images/team10_Footwear_sneakers_331.jpg,sneakers,sneakers,color:gray;material:fabric;condition:new;size:medium,gray,fabric,new,medium
train,TEAM10_SNE_A_4,new sneakers with fabric body,pooled_images/team10_Footwear_sneakers_332.jpg,sneakers,sneakers,color:gray;material:fabric;condition:new;size:medium,gray,fabric,new,medium
val,TEAM10_SNE_B_1,new sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_333.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:medium,black,fabric,new,medium
train,TEAM10_SNE_B_2,medium sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_334.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:medium,black,fabric,new,medium
train,TEAM10_SNE_C_1,small sneakers with white fabric body,pooled_images/team10_Footwear_sneakers_335.jpg,sneakers,sneakers,color:white;material:fabric;condition:new;size:small,white,fabric,new,small
train,TEAM10_SNE_C_2,new sneakers with white body,pooled_images/team10_Footwear_sneakers_336.jpg,sneakers,sneakers,color:white;material:fabric;condition:new;size:small,white,fabric,new,small
train,TEAM10_SNE_D_1,medium sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_337.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:medium,black,fabric,new,medium
train,TEAM10_SNE_D_2,new sneakers with fabric body,pooled_images/team10_Footwear_sneakers_338.jpg,sneakers,sneakers,color:black;material:fabric;condition:new;size:medium,black,fabric,new,medium
train,TEAM10_SNE_E_1,used sneakers with green fabric body,pooled_images/team10_Footwear_sneakers_339.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:large,green,fabric,used,large
train,TEAM10_SNE_F_1,used sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_340.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
val,TEAM10_SNE_E_2,large sneakers with green fabric body,pooled_images/team10_Footwear_sneakers_341.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:large,green,fabric,used,large
train,TEAM10_SNE_F_2,medium sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_342.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
train,TEAM10_SNE_F_3,medium sneakers with fabric body,pooled_images/team10_Footwear_sneakers_343.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
train,TEAM10_SNE_F_4,medium sneakers with black body,pooled_images/team10_Footwear_sneakers_344.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
val,TEAM10_SNE_E_3,large sneakers with green body,pooled_images/team10_Footwear_sneakers_345.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:large,green,fabric,used,large
train,TEAM10_SNE_E_4,large sneakers with fabric body,pooled_images/team10_Footwear_sneakers_346.jpg,sneakers,sneakers,color:green;material:fabric;condition:used;size:large,green,fabric,used,large
train,TEAM10_SNE_G_1,used sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_347.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_G_2,medium sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_348.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_G_3,used sneakers with blue body,pooled_images/team10_Footwear_sneakers_349.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_G_4,medium sneakers with fabric body,pooled_images/team10_Footwear_sneakers_350.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_H_1,used sneakers with gray fabric body,pooled_images/team10_Footwear_sneakers_354.jpg,sneakers,sneakers,color:gray;material:fabric;condition:used;size:medium,gray,fabric,used,medium
train,TEAM10_SNE_H_2,medium sneakers with gray fabric body,pooled_images/team10_Footwear_sneakers_355.jpg,sneakers,sneakers,color:gray;material:fabric;condition:used;size:medium,gray,fabric,used,medium
train,TEAM10_SNE_I_1,used sneakers with white fabric body,pooled_images/team10_Footwear_sneakers_356.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
train,TEAM10_SNE_I_2,small sneakers with white fabric body,pooled_images/team10_Footwear_sneakers_357.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
train,TEAM10_SNE_I_3,used sneakers with fabric body,pooled_images/team10_Footwear_sneakers_358.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
train,TEAM10_SNE_I_4,used sneakers with white body,pooled_images/team10_Footwear_sneakers_359.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
train,TEAM10_SNE_I_5,small sneakers with fabric body,pooled_images/team10_Footwear_sneakers_360.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
val,TEAM10_SNE_J_1,used sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_361.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
train,TEAM10_SNE_J_2,medium sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_362.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
train,TEAM10_SNE_J_3,used sneakers with black body,pooled_images/team10_Footwear_sneakers_363.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
train,TEAM10_SNE_J_4,medium sneakers with black body,pooled_images/team10_Footwear_sneakers_364.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
train,TEAM10_SNE_J_5,used sneakers with fabric body,pooled_images/team10_Footwear_sneakers_365.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:medium,black,fabric,used,medium
train,TEAM10_SNE_K_1,used sneakers with white fabric body,pooled_images/team10_Footwear_sneakers_366.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
val,TEAM10_SNE_L_1,new sneakers with white fabric body,pooled_images/team10_Footwear_sneakers_367.jpg,sneakers,sneakers,color:white;material:fabric;condition:new;size:medium,white,fabric,new,medium
train,TEAM10_SNE_K_2,small sneakers with white fabric body,pooled_images/team10_Footwear_sneakers_368.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
train,TEAM10_SNE_K_3,used sneakers with white body,pooled_images/team10_Footwear_sneakers_369.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
train,TEAM10_SNE_K_4,small sneakers with white body,pooled_images/team10_Footwear_sneakers_370.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
train,TEAM10_SNE_K_5,used small sneakers with white body,pooled_images/team10_Footwear_sneakers_371.jpg,sneakers,sneakers,color:white;material:fabric;condition:used;size:small,white,fabric,used,small
val,TEAM10_SNE_M_1,used sneakers with gray fabric body,pooled_images/team10_Footwear_sneakers_372.jpg,sneakers,sneakers,color:gray;material:fabric;condition:used;size:medium,gray,fabric,used,medium
train,TEAM10_SNE_M_2,medium sneakers with gray fabric body,pooled_images/team10_Footwear_sneakers_373.jpg,sneakers,sneakers,color:gray;material:fabric;condition:used;size:medium,gray,fabric,used,medium
train,TEAM10_SNE_M_3,used sneakers with gray body,pooled_images/team10_Footwear_sneakers_374.jpg,sneakers,sneakers,color:gray;material:fabric;condition:used;size:medium,gray,fabric,used,medium
train,TEAM10_SNE_M_4,medium sneakers with gray body,pooled_images/team10_Footwear_sneakers_375.jpg,sneakers,sneakers,color:gray;material:fabric;condition:used;size:medium,gray,fabric,used,medium
train,TEAM10_SNE_N_1,used medium sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_376.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_M_5,small used sneakers with gray body,pooled_images/team10_Footwear_sneakers_377.jpg,sneakers,sneakers,color:gray;material:fabric;condition:used;size:medium,gray,fabric,used,medium
train,TEAM10_SNE_N_2,used sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_378.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_N_3,medium sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_379.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_N_4,used medium sneakers with fabric body,pooled_images/team10_Footwear_sneakers_380.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
val,TEAM10_SNE_N_5,used medium sneakers with blue body,pooled_images/team10_Footwear_sneakers_381.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:medium,blue,fabric,used,medium
train,TEAM10_SNE_O_1,used small sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_382.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:small,black,fabric,used,small
train,TEAM10_SNE_O_2,small sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_383.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:small,black,fabric,used,small
train,TEAM10_SNE_O_3,used sneakers with black fabric body,pooled_images/team10_Footwear_sneakers_384.jpg,sneakers,sneakers,color:black;material:fabric;condition:used;size:small,black,fabric,used,small
train,TEAM10_SNE_P_1,used small sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_385.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:small,blue,fabric,used,small
train,TEAM10_SNE_P_2,used sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_386.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:small,blue,fabric,used,small
train,TEAM10_SNE_P_3,small sneakers with blue fabric body,pooled_images/team10_Footwear_sneakers_387.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:small,blue,fabric,used,small
val,TEAM10_SNE_P_4,used small sneakers with blue body,pooled_images/team10_Footwear_sneakers_388.jpg,sneakers,sneakers,color:blue;material:fabric;condition:used;size:small,blue,fabric,used,small
train,TEAM10_SNE_Q_1,used small sneakers with pink fabric body,pooled_images/team10_Footwear_sneakers_389.jpg,sneakers,sneakers,color:pink;material:fabric;condition:used;size:small,pink,fabric,used,small
train,TEAM10_SNE_Q_2,used sneakers with pink fabric body,pooled_images/team10_Footwear_sneakers_390.jpg,sneakers,sneakers,color:pink;material:fabric;condition:used;size:small,pink,fabric,used,small
train,TEAM10_SNE_Q_3,small sneakers with pink fabric body,pooled_images/team10_Footwear_sneakers_391.jpg,sneakers,sneakers,color:pink;material:fabric;condition:used;size:small,pink,fabric,used,small
train,TEAM10_EAR_A_1,blue plastic earphones in new condition and medium size,pooled_images/team10_electronics_accessories_earphones_064.jpg,earphones,earphones,color:blue;material:plastic;condition:new;size:medium,blue,plastic,new,medium
val,TEAM10_EAR_B_1,black plastic earphones in used condition and small size,pooled_images/team10_electronics_accessories_earphones_065.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
val,TEAM10_EAR_C_1,black plastic earphones in used condition and small size,pooled_images/team10_electronics_accessories_earphones_066.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,TEAM10_EAR_C_2,black plastic earphones in used condition,pooled_images/team10_electronics_accessories_earphones_067.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,TEAM10_EAR_C_3,black plastic earphones in small size,pooled_images/team10_electronics_accessories_earphones_068.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,TEAM10_EAR_C_4,black earphones in used condition and small size,pooled_images/team10_electronics_accessories_earphones_069.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,TEAM10_EAR_D_1,purple plastic earphones in used condition and small size,pooled_images/team10_electronics_accessories_earphones_070.jpg,earphones,earphones,color:purple;material:plastic;condition:used;size:small,purple,plastic,used,small
train,TEAM10_EAR_D_2,purple plastic earphones in small size,pooled_images/team10_electronics_accessories_earphones_071.jpg,earphones,earphones,color:purple;material:plastic;condition:used;size:small,purple,plastic,used,small
train,TEAM10_EAR_D_3,purple plastic earphones in used condition,pooled_images/team10_electronics_accessories_earphones_072.jpg,earphones,earphones,color:purple;material:plastic;condition:used;size:small,purple,plastic,used,small
train,TEAM10_EAR_E_1,white plastic earphones in new condition and small size,pooled_images/team10_electronics_accessories_earphones_074.jpg,earphones,earphones,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,TEAM10_EAR_F_1,black plastic earphones in new condition and medium size,pooled_images/team10_electronics_accessories_earphones_075.jpg,earphones,earphones,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
