caption,instance_id,mapped_class,split,image_path,class_label,attributes,color,material,condition,size
A used small sized brown rubber watch,watch_H_4,wristwatch,train,pooled_images/team8_watch_052.jpg,clothing_wrist_watch,color:brown;condition:used;material:rubber;size:small,brown,rubber,used,small
A used small sized brown rubber watch,watch_H_5,wristwatch,train,pooled_images/team8_watch_053.jpg,clothing_wrist_watch,color:brown;condition:used;material:rubber;size:small,brown,rubber,used,small
A new medium sized black metal watch,watch_I_1,wristwatch,train,pooled_images/team8_watch_056.jpg,clothing_wrist_watch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
A new medium sized black metal watch,watch_I_2,wristwatch,train,pooled_images/team8_watch_057.jpg,clothing_wrist_watch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
A new medium sized black metal watch,watch_I_3,wristwatch,train,pooled_images/team8_watch_058.jpg,clothing_wrist_watch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
A new medium sized black metal watch,watch_I_4,wristwatch,train,pooled_images/team8_watch_060.jpg,clothing_wrist_watch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
A new medium sized black metal watch,watch_I_5,wristwatch,train,pooled_images/team8_watch_061.jpg,clothing_wrist_watch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
A used medium sized black rubber watch,watch_J_1,wristwatch,train,pooled_images/team8_watch_066.jpg,clothing_wrist_watch,color:black;condition:used;material:rubber;size:medium,black,rubber,used,medium
A used medium sized black rubber watch,watch_J_2,wristwatch,train,pooled_images/team8_watch_067.jpg,clothing_wrist_watch,color:black;condition:used;material:rubber;size:medium,black,rubber,used,medium
A used medium sized black rubber watch,watch_J_3,wristwatch,train,pooled_images/team8_watch_068.jpg,clothing_wrist_watch,color:black;condition:used;material:rubber;size:medium,black,rubber,used,medium
A used medium sized black rubber watch,watch_J_4,wristwatch,val,pooled_images/team8_watch_069.jpg,clothing_wrist_watch,color:black;condition:used;material:rubber;size:medium,black,rubber,used,medium
A used medium sized black rubber watch,watch_J_5,wristwatch,train,pooled_images/team8_watch_070.jpg,clothing_wrist_watch,color:black;condition:used;material:rubber;size:medium,black,rubber,used,medium
A new medium sized teal metal watch,watch_K_1,wristwatch,train,pooled_images/team8_watch_079.jpg,clothing_wrist_watch,color:teal;condition:new;material:metal;size:medium,teal,metal,new,medium
A new medium sized teal metal watch,watch_K_2,wristwatch,train,pooled_images/team8_watch_080.jpg,clothing_wrist_watch,color:teal;condition:new;material:metal;size:medium,teal,metal,new,medium
A new medium sized teal metal watch,watch_K_3,wristwatch,train,pooled_images/team8_watch_081.jpg,clothing_wrist_watch,color:teal;condition:new;material:metal;size:medium,teal,metal,new,medium
A new medium sized teal metal watch,watch_K_4,wristwatch,train,pooled_images/team8_watch_082.jpg,clothing_wrist_watch,color:teal;condition:new;material:metal;size:medium,teal,metal,new,medium
A new medium sized teal metal watch,watch_K_5,wristwatch,train,pooled_images/team8_watch_083.jpg,clothing_wrist_watch,color:teal;condition:new;material:metal;size:medium,teal,metal,new,medium
A used medium sized black plastic watch,watch_L_1,wristwatch,train,pooled_images/team8_watch_084.jpg,clothing_wrist_watch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
A used medium sized black plastic watch,watch_L_2,wristwatch,train,pooled_images/team8_watch_085.jpg,clothing_wrist_watch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
A used medium sized black plastic watch,watch_L_3,wristwatch,train,pooled_images/team8_watch_086.jpg,clothing_wrist_watch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
A used medium sized black plastic watch,watch_L_4,wristwatch,val,pooled_images/team8_watch_087.jpg,clothing_wrist_watch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
A used medium sized black plastic watch,watch_L_5,wristwatch,val,pooled_images/team8_watch_088.jpg,clothing_wrist_watch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
A used medium sized black plastic watch,watch_D_5,wristwatch,train,pooled_images/team8_watch_089.jpg,clothing_wrist_watch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_001,cap,val,pooled_images/Team12_Clothing_Cap_001.jpeg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_002,cap,train,pooled_images/Team12_Clothing_Cap_002.jpeg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_003,cap,train,pooled_images/Team12_Clothing_Cap_003.jpeg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_004,cap,train,pooled_images/Team12_Clothing_Cap_004.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_005,cap,train,pooled_images/Team12_Clothing_Cap_005.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_006,cap,val,pooled_images/Team12_Clothing_Cap_006.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical black cloth cap.,TEAM12_Clothing_Cap_007,cap,val,pooled_images/Team12_Clothing_Cap_007.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical black cloth cap.,TEAM12_Clothing_Cap_008,cap,val,pooled_images/Team12_Clothing_Cap_008.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_009,cap,val,pooled_images/Team12_Clothing_Cap_009.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_010,cap,val,pooled_images/Team12_Clothing_Cap_010.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical red cloth cap.,TEAM12_Clothing_Cap_011,cap,train,pooled_images/Team12_Clothing_Cap_011.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical green cloth cap.,TEAM12_Clothing_Cap_012,cap,train,pooled_images/Team12_Clothing_Cap_012.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical multi-colored cloth cap.,TEAM12_Clothing_Cap_013,cap,train,pooled_images/Team12_Clothing_Cap_013.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical white cloth cap.,TEAM12_Clothing_Cap_014,cap,train,pooled_images/Team12_Clothing_Cap_014.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_015,cap,train,pooled_images/Team12_Clothing_Cap_015.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical black cloth cap.,TEAM12_Clothing_Cap_016,cap,val,pooled_images/Team12_Clothing_Cap_016.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_017,cap,val,pooled_images/Team12_Clothing_Cap_017.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_018,cap,train,pooled_images/Team12_Clothing_Cap_018.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical white cloth cap.,TEAM12_Clothing_Cap_019,cap,val,pooled_images/Team12_Clothing_Cap_019.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
A hemispherical white cloth cap.,TEAM12_Clothing_Cap_020,cap,train,pooled_images/Team12_Clothing_Cap_020.jpg,clothing_cap,color:unknown;condition:unknown;material:fabric;size:unknown,unknown,fabric,unknown,unknown
"A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_001,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_001.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_002,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_002.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_003,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_003.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_004,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_004.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_005,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_005.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_006,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_006.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_007,wristwatch,val,pooled_images/Team12_Clothing_Wrist_watch_007.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_008,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_008.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_009,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_009.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band yellow metal watch.",TEAM12_Clothing_Wrist_watch_010,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_010.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band blue metal watch.",TEAM12_Clothing_Wrist_watch_011,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_011.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_012,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_012.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band blue metal watch.",TEAM12_Clothing_Wrist_watch_013,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_013.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band blue metal watch.",TEAM12_Clothing_Wrist_watch_014,wristwatch,val,pooled_images/Team12_Clothing_Wrist_watch_014.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_015,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_015.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_016,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_016.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_017,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_017.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band brown metal watch.",TEAM12_Clothing_Wrist_watch_018,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_018.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band yellow metal watch.",TEAM12_Clothing_Wrist_watch_019,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_019.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
"A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_020,wristwatch,train,pooled_images/Team12_Clothing_Wrist_watch_020.jpg,clothing_wrist_watch,color:unknown;condition:unknown;material:metal;size:unknown,unknown,metal,unknown,unknown
An irregular purple plastic earphones.,TEAM12_Electronics_Earphones_001,earphones,train,pooled_images/Team12_Electronics_Earphones_001.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular silver plastic earphones.,TEAM12_Electronics_Earphones_002,earphones,train,pooled_images/Team12_Electronics_Earphones_002.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular black plastic earphones.,TEAM12_Electronics_Earphones_003,earphones,train,pooled_images/Team12_Electronics_Earphones_003.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_004,earphones,train,pooled_images/Team12_Electronics_Earphones_004.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_005,earphones,train,pooled_images/Team12_Electronics_Earphones_005.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular green plastic earphones.,TEAM12_Electronics_Earphones_006,earphones,train,pooled_images/Team12_Electronics_Earphones_006.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular black plastic earphones.,TEAM12_Electronics_Earphones_007,earphones,train,pooled_images/Team12_Electronics_Earphones_007.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular black plastic earphones.,TEAM12_Electronics_Earphones_008,earphones,train,pooled_images/Team12_Electronics_Earphones_008.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular white plastic earphones.,TEAM12_Electronics_Earphones_009,earphones,train,pooled_images/Team12_Electronics_Earphones_009.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular white plastic earphones.,TEAM12_Electronics_Earphones_010,earphones,train,pooled_images/Team12_Electronics_Earphones_010.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular silver plastic earphones.,TEAM12_Electronics_Earphones_011,earphones,train,pooled_images/Team12_Electronics_Earphones_011.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular red plastic earphones.,TEAM12_Electronics_Earphones_012,earphones,train,pooled_images/Team12_Electronics_Earphones_012.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular red plastic earphones.,TEAM12_Electronics_Earphones_013,earphones,train,pooled_images/Team12_Electronics_Earphones_013.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular red plastic earphones.,TEAM12_Electronics_Earphones_014,earphones,train,pooled_images/Team12_Electronics_Earphones_014.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular pink plastic earphones.,TEAM12_Electronics_Earphones_015,earphones,train,pooled_images/Team12_Electronics_Earphones_015.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_016,earphones,train,pooled_images/Team12_Electronics_Earphones_016.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_017,earphones,train,pooled_images/Team12_Electronics_Earphones_017.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular black plastic earphones.,TEAM12_Electronics_Earphones_018,earphones,val,pooled_images/Team12_Electronics_Earphones_018.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
An irregular red plastic earphones.,TEAM12_Electronics_Earphones_019,earphones,train,pooled_images/Team12_Electronics_Earphones_019.jpg,electronics_earphones,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_001,keyboard,train,pooled_images/Team12_Electronics_Keyboard_001.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_002,keyboard,train,pooled_images/Team12_Electronics_Keyboard_002.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_003,keyboard,train,pooled_images/Team12_Electronics_Keyboard_003.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_004,keyboard,train,pooled_images/Team12_Electronics_Keyboard_004.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular multi-colored plastic and metal keyboard.,TEAM12_Electronics_Keyboard_005,keyboard,train,pooled_images/Team12_Electronics_Keyboard_005.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_006,keyboard,train,pooled_images/Team12_Electronics_Keyboard_006.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_007,keyboard,train,pooled_images/Team12_Electronics_Keyboard_007.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_008,keyboard,train,pooled_images/Team12_Electronics_Keyboard_008.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_009,keyboard,train,pooled_images/Team12_Electronics_Keyboard_009.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_010,keyboard,train,pooled_images/Team12_Electronics_Keyboard_010.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_011,keyboard,train,pooled_images/Team12_Electronics_Keyboard_011.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_012,keyboard,train,pooled_images/Team12_Electronics_Keyboard_012.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_013,keyboard,train,pooled_images/Team12_Electronics_Keyboard_013.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_014,keyboard,train,pooled_images/Team12_Electronics_Keyboard_014.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_015,keyboard,train,pooled_images/Team12_Electronics_Keyboard_015.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_016,keyboard,train,pooled_images/Team12_Electronics_Keyboard_016.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_017,keyboard,train,pooled_images/Team12_Electronics_Keyboard_017.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_018,keyboard,train,pooled_images/Team12_Electronics_Keyboard_018.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_019,keyboard,train,pooled_images/Team12_Electronics_Keyboard_019.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_020,keyboard,val,pooled_images/Team12_Electronics_Keyboard_020.jpg,electronics_keyboard,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_001,mouse,train,pooled_images/Team12_Electronics_Mouse_001.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved blue plastic and metal mouse.",TEAM12_Electronics_Mouse_002,mouse,train,pooled_images/Team12_Electronics_Mouse_002.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_003,mouse,train,pooled_images/Team12_Electronics_Mouse_003.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_004,mouse,train,pooled_images/Team12_Electronics_Mouse_004.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_005,mouse,train,pooled_images/Team12_Electronics_Mouse_005.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_006,mouse,train,pooled_images/Team12_Electronics_Mouse_006.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_007,mouse,val,pooled_images/Team12_Electronics_Mouse_007.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_008,mouse,train,pooled_images/Team12_Electronics_Mouse_008.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_009,mouse,val,pooled_images/Team12_Electronics_Mouse_009.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_010,mouse,val,pooled_images/Team12_Electronics_Mouse_010.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved white plastic and metal mouse.",TEAM12_Electronics_Mouse_011,mouse,val,pooled_images/Team12_Electronics_Mouse_011.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_012,mouse,val,pooled_images/Team12_Electronics_Mouse_012.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_013,mouse,train,pooled_images/Team12_Electronics_Mouse_013.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved purple plastic and metal mouse.",TEAM12_Electronics_Mouse_014,mouse,train,pooled_images/Team12_Electronics_Mouse_014.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_015,mouse,train,pooled_images/Team12_Electronics_Mouse_015.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_016,mouse,train,pooled_images/Team12_Electronics_Mouse_016.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved multi-colored plastic and metal mouse.",TEAM12_Electronics_Mouse_017,mouse,val,pooled_images/Team12_Electronics_Mouse_017.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved white plastic and metal mouse.",TEAM12_Electronics_Mouse_018,mouse,train,pooled_images/Team12_Electronics_Mouse_018.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
"An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_019,mouse,val,pooled_images/Team12_Electronics_Mouse_019.jpg,electronics_mouse,color:unknown;condition:unknown;material:plastic;size:unknown,unknown,plastic,unknown,unknown
A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_001,Cup,train,pooled_images/Team12_Furniture_Cupboard_001.jpg,furniture_cupboard,color:unknown;condition:unknown;material:wood;size:unknown,unknown,wood,unknown,unknown
A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_002,Cup,train,pooled_images/Team12_Furniture_Cupboard_002.jpg,furniture_cupboard,color:unknown;condition:unknown;material:wood;size:unknown,unknown,wood,unknown,unknown
A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_003,Cup,train,pooled_images/Team12_Furniture_Cupboard_003.jpg,furniture_cupboard,color:unknown;condition:unknown;material:wood;size:unknown,unknown,wood,unknown,unknown
